174.51,20.11,50.08
147.41,79.24,30.83
135.09,138.02,15.43
18.14,69.42,18.57
146.24,78.16,30.38
176.1,20.16,55.16
148.55,78.51,20.05
170.5,20.22,51.86
18.31,69.89,17.36
144.8,141.63,16.09
145.81,79.87,20.2
83.99,59.67,6.15
171.05,20.04,48.44
145.09,77.71,29.63
172.28,21.23,2.23
134.43,138.74,14.3
177.07,20.89,48.01
146.11,77.61,30.4
174.76,20.5,48.12
171.08,20.64,51.42
86.65,57.37,55.3
15.29,83.54,55.9
86.07,55.52,5.25
170.41,21.28,50.21
131.92,137.56,4.97
85.11,57.8,54.79
20.1,70.6,26.35
133.26,137.65,2.97
148.85,79.9,29.53
171.28,20.75,50.64
18.88,70.68,26.94
146.85,77.53,30.3
176.78,20.99,45.96
172.04,20.79,49.08
132.64,136.98,2.89
61.87,113.54,7.16
169.61,21.53,50.83
146.99,77.83,29.62
147.13,77.4,29.79
14.42,84.61,55.63
147.63,79.35,28.58
172.16,20.81,48.95
18.04,70.21,27.13
131.54,137.71,3.6
145.56,77.96,30.45
133.85,137.26,4.82
145.78,78.04,30.23
17.97,71.35,28.04
23.37,68.81,24.66
18.31,71.01,27.27
84.7,56.59,6.86
175,19.32,47.56
133.62,136.54,3.88
84.6,57.76,55.76
172.93,22.17,0.17
146.19,78.47,29.84
86.45,58.38,54.07
175.85,20.03,358.05
174.85,19.93,57.73
176.21,18.71,45.62
176.46,21.88,45.17
133.38,136.65,15.49
18.24,69.93,17.32
60.44,113.79,6.24
19.15,71.22,17.04
83.44,57.57,56.32
147,76.9,30.19
86.19,58.27,55.76
175.55,19.77,46.8
147.32,79.86,28.46
132.44,137.11,15.69
62.9,114.45,17.64
172.89,20.76,49.52
63.22,113.4,19.37
18.96,71.13,25.97
17.76,71.53,28.23
84.86,57.73,5.9
147.43,78.7,30.03
84.51,57.6,57.96
133.38,136.05,3.51
57.01,129.95,31.63
60.01,114.15,6.83
147.02,77.16,28.02
133.94,136.3,5.32
63.82,114.66,19
84.52,59.52,5.46
133.07,137.15,15.23
132.11,137.36,14.98
146.71,78.52,29.91
147.36,77.96,29.77
85.06,57.3,55.82
19.55,71.39,26.36
146.37,77.4,30.19
133.69,136.08,4.33
61.21,114.2,6.41
18.78,70.04,26.63
133.51,136.12,3.78
62,113.98,6.35
177.3,19.4,44.04
132.88,138.01,15.8
147,79.07,20.61
84.4,57.28,57.67
84.61,57.1,56.52
146.89,77,30.57
135.39,136.03,16.16
18.51,70.27,27.53
178.5,18.99,44.48
147.17,77.09,29.71
84.14,59.82,6.06
19.65,70.37,25.85
19.71,70.96,26.49
17.09,68.95,17.64
18.59,70.78,26.41
19.87,71.49,27.35
84.4,56.87,56.17
143.74,138.03,16
62.2,113.94,7.07
56.54,128.9,31.51
18.06,70.46,26.48
62.43,114.31,7.54
18.86,70.04,15
147.51,79.16,19.82
84.67,57.84,56.67
147.45,79.24,28.77
61.83,114.73,7.01
173.37,20.03,60.46
132.11,135.15,4.19
18.65,72.79,16.54
84.16,57.74,56.66
146.58,77.19,30.32
19.41,71.18,27.22
134.47,136.78,15.72
18.93,71.31,27.32
63,113.13,8.49
133.22,136.93,3.14
63.06,114.87,7.46
174.29,20.69,359.6
173.97,19.92,47.92
134.55,137.87,15.42
173.17,20,60.38
60.69,117.08,8.04
175.66,19.55,45.61
357.67,160.66,16.03
56.07,128.59,31.54
85.48,57.26,5.04
18.12,68.33,16.82
132.38,135.78,14.12
13.44,81.55,56.3
170.39,20.84,51.51
133.59,138.43,14.12
83.93,56.53,57.34
173.43,21.22,48.76
172.94,20,61.16
146.42,78.95,20.62
85.78,58.51,54.79
22.17,70.07,25.58
177.9,19.34,47
146.53,77.53,30.28
145.81,76.61,31.21
17.39,71.43,28.61
61.31,114.03,7.21
18.34,70.29,26.27
147.1,78.26,29.62
20.43,70.47,25.99
147.76,78.62,30.13
85.37,57.91,55.04
146.65,77.04,30.27
17.93,72.65,27.96
19.63,71.45,27.07
173.57,18.96,0.74
132.74,137.27,3.67
131.58,137.92,3.08
19.49,71.33,26.83
84.6,56.76,56.14
170.77,18.68,51.45
84.74,58.73,56.27
134.56,138.03,15.54
63.3,116.1,19.43
176.42,19.92,45.48
14.14,83.32,55.96
146.13,77.42,31.03
134.21,136.42,15.62
176.6,19.31,45.58
62.77,114.81,9.05
171.94,19.76,2.26
136.67,136.4,17.08
173.74,19.69,48.17
173.03,19.98,49
146.23,78.92,20.24
83.78,59.25,6.95
173.86,19.8,49.38
62.05,114.49,7.36
85.47,58.73,55.84
171.14,20.41,3.03
145.81,76.95,30.76
83.62,58.08,7.38
20.81,72.49,15.72
62.89,114.13,18.39
14.97,81.88,8.26
18.08,71.78,27.48
146.43,77.14,29.99
17.78,71.91,28.31
62.86,114.84,18.46
63.2,115.29,18.93
146.81,76.88,30.73
172.94,19.32,48.91
62.63,114.34,9.44
146.57,75.66,19.79
132.03,137.27,14.89
18.93,70.72,26.17
172.61,19.86,62.15
20.45,73.07,15.67
132.39,137.62,15.39
173.79,19.3,47.54
133.7,136.14,5
133.68,135.89,4.4
16.88,70.34,18.5
133.93,137.37,16.47
147.71,78.84,30.75
147.47,75.71,21.14
18.45,71.91,27.66
19.74,70.52,26.72
19.83,72.37,15.86
177.47,19.39,43.16
134.69,136.13,15.71
20.48,71.56,16.04
17.23,72.66,27.44
146.15,76.6,30.39
147.81,76.98,29.86
146.33,80.06,20.41
134.22,136.91,6.76
147.52,76.27,29.8
82.38,56.95,57.32
62.16,114.71,7.31
177.78,18.75,44.74
145.39,77.19,30.73
19.22,72.08,17.12
85.89,57.32,56.37
85.01,58.51,55.97
83.48,57.24,56.47
84.51,57.28,56.88
64.61,38.17,18.64
18.78,71,26.96
133.63,136.44,4.62
133.5,137.94,2.39
171.45,19.99,2.94
104.16,86.42,57.54
20.05,71.18,28.12
85.53,58.6,55.6
21.35,70.57,25.53
21.14,73.19,15.01
81.69,57.91,57.39
134.79,136.51,14.96
18.99,71.88,26.83
63.51,115.89,18.66
63.26,115.78,8.55
86.35,58.16,55.8
176.53,18.29,45.78
17.87,72.53,27.93
19.12,70.93,26.52
171.43,19.21,2.73
61.53,115.32,6.25
63.45,37.62,18.93
179.42,19.63,44.4
19.6,71.73,28.28
63.73,114.44,7.8
18.87,71.82,27.44
136.19,137.43,15.38
18.96,71.35,27.25
134.23,135.67,16.25
19.03,72.48,28.2
62.43,114.8,9.14
82.74,58.05,56.59
134.32,137.06,15.97
63,114.91,18.92
171.24,20.12,3.17
147.74,76.93,20.84
21.05,73.07,14.66
169.33,20.13,53.96
133.43,136.89,4.2
19.26,70.86,17.08
147.22,78.79,30.06
174.84,21.29,47.73
18.25,70.63,25.77
61.51,114.46,7.77
146.9,76.49,29.93
134.03,136.06,4.33
62.33,114.28,7.89
175.04,19.69,47.33
133.82,136.54,3.81
146.21,76.63,30.04
132.75,135.31,3.88
174.7,19.41,47.16
84.17,56.72,6.73
53.27,38.68,22.51
7.46,83.76,58.23
135.34,136,15.37
