6,6,6,6,35,35,35,35,35,41,41,54,54,89,89,89,89,89,89,89,89,89,89,89,94,94,94,94,94,139,139,139,139,139,139,139,139,139,139,139,139,139,151,151,151,151,151,169,169,169,169,169,169,186,186,186,212,212,212,212,212,212,212,212,212,226,226,226,226,262,262,262,262,262,262,262,262,262,262,262,308,308,308,308,308,308,308,308,308,308,308,336,336,336,336,336,348,348,348,348,364,364,364,364,364,364,364,364,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,552,625,625,625,625,625,625,676,676,676,676,807,807,807,807,807,807,807,807,807,807,898,898,898,672,672,672,672,672,672,672,672,672,758,758,758,758,758,758,758,758,758,758,758,758,758,852,852,852,852,817,817,817,817,817,817,817,817,852,852,852,852,852,852,852,852,854,854,854,854,854,854,854,884,884,884,884,884,884,884,884,880,880,880,880,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,935,935,935,1004,1004,978,978,1004,1004,1004,978,978,978,1004,1004,1004,1004,1004
6,6,6,12,35,35,35,35,35,41,54,54,54,89,89,89,89,89,89,89,89,89,89,89,89,94,94,94,94,139,139,139,139,139,139,139,139,139,139,139,139,139,151,151,151,151,151,151,169,169,169,169,169,186,186,186,186,186,212,212,212,212,212,212,212,226,226,226,226,262,262,262,262,262,262,262,262,262,262,262,308,308,308,308,308,308,308,308,308,308,336,336,336,336,336,336,348,348,348,364,364,364,349,364,364,364,364,364,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,501,501,536,536,536,536,536,536,490,490,490,490,490,536,536,536,536,536,536,536,527,536,536,536,536,536,536,552,552,552,552,625,625,625,625,625,676,676,676,676,807,807,807,807,807,807,807,807,807,898,898,898,898,672,672,672,672,672,672,672,672,672,758,758,758,758,758,758,758,758,758,758,758,758,758,758,852,852,852,852,817,817,817,817,817,817,852,852,852,852,852,852,852,852,852,852,854,854,854,854,854,854,884,884,884,884,884,884,884,884,880,884,880,880,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004
6,6,12,12,35,35,35,35,35,41,54,54,89,89,89,89,89,89,89,89,89,89,89,89,89,94,94,94,94,139,139,139,139,139,139,139,139,139,139,139,139,139,151,151,151,151,151,151,169,169,169,169,169,186,186,186,186,186,186,212,212,212,212,212,212,226,226,226,262,262,262,262,262,262,262,262,262,262,262,262,308,308,308,308,308,308,308,308,336,336,336,336,336,336,336,336,348,348,348,364,364,349,349,364,364,364,364,364,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,501,501,501,490,490,490,490,490,490,490,490,490,490,536,536,490,536,536,536,536,527,527,536,536,536,536,536,552,552,552,552,625,625,625,625,625,676,676,676,676,676,807,807,807,807,807,807,807,807,807,898,898,898,898,672,672,672,672,672,672,672,672,672,758,758,758,758,758,758,758,758,758,758,758,758,758,758,852,852,852,852,817,817,817,817,817,817,817,852,852,852,852,852,852,852,852,852,852,854,854,854,854,854,854,884,884,884,884,884,884,884,884,880,880,880,1004,916,916,916,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004
6,12,12,35,35,35,35,41,41,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,94,94,94,94,139,139,139,139,139,139,139,139,139,139,139,139,139,139,151,151,151,151,151,151,151,169,169,169,169,169,169,186,186,186,262,262,262,262,262,262,226,226,262,262,262,262,262,262,262,262,262,262,262,262,308,308,308,308,308,308,308,308,308,336,336,336,336,336,308,308,348,348,348,348,349,349,349,364,364,364,364,364,364,364,364,385,385,385,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,501,501,501,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,527,527,527,527,527,527,527,552,552,552,552,552,625,625,625,625,625,625,676,676,676,676,676,807,807,807,807,807,807,807,807,807,898,898,898,898,898,672,672,672,672,672,672,672,672,696,696,696,716,716,716,758,758,758,758,758,758,758,758,758,758,758,852,852,852,817,817,817,817,817,817,817,817,852,852,852,852,852,852,852,852,854,854,854,854,854,884,884,884,884,884,884,884,884,880,880,1004,1004,916,916,916,916,916,916,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004
12,12,12,35,35,35,35,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,151,151,151,151,151,151,169,169,169,169,169,169,262,262,262,262,262,262,262,262,262,226,262,262,262,262,262,262,262,262,246,262,246,246,262,308,308,308,308,308,308,308,308,336,336,336,336,336,308,308,308,308,348,348,349,349,349,349,364,364,364,364,364,364,364,385,385,385,385,385,385,536,536,400,536,536,536,536,536,536,536,536,536,536,501,501,501,501,501,490,490,490,490,490,490,490,490,490,490,490,490,490,527,527,527,527,527,527,527,604,604,552,552,552,552,625,625,625,625,625,625,676,676,676,676,676,807,807,807,807,807,807,807,807,807,898,898,898,898,898,898,672,672,672,672,672,696,696,696,696,716,716,716,716,716,746,746,746,746,758,758,758,758,758,758,852,852,852,852,852,817,817,817,817,817,817,817,852,852,852,852,852,852,852,852,852,854,854,854,884,884,884,884,884,884,884,880,884,1004,1004,1004,1004,1004,916,916,916,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,984,1004,1004,1004,1004,1004,1000
12,12,35,35,35,35,35,89,89,89,89,89,89,89,89,59,59,89,89,89,89,89,89,89,89,89,89,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,151,151,151,151,156,156,169,169,169,169,169,262,262,262,262,262,262,262,262,262,262,226,262,262,262,262,262,262,235,235,246,246,246,246,246,308,308,308,308,308,308,308,308,336,336,336,336,308,308,308,308,308,348,349,349,349,349,364,364,364,364,364,364,364,367,385,385,385,385,385,385,385,400,400,400,536,536,536,536,536,536,536,536,501,501,501,501,501,501,501,501,490,490,490,490,490,490,490,490,490,490,490,527,527,527,527,527,527,527,604,604,604,604,604,604,604,625,625,625,625,625,676,676,676,676,676,676,807,807,807,807,807,807,807,807,898,898,898,898,898,898,898,672,672,672,672,696,696,696,696,696,716,716,716,716,746,746,746,746,746,746,746,758,758,758,758,852,852,852,852,852,852,817,817,817,817,817,817,817,817,852,852,852,852,852,852,852,854,854,854,854,884,884,884,884,884,884,884,884,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,984,984,984,984,984,984,984,1004,984,984,1000,1000
12,35,35,35,35,89,89,89,89,89,89,89,89,89,59,59,89,89,89,89,89,89,89,89,89,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,156,156,156,156,156,156,175,175,175,175,262,262,262,262,262,262,262,262,262,262,226,262,262,262,262,262,262,235,235,235,246,246,246,246,246,308,308,308,308,308,336,336,336,336,336,308,308,308,308,308,308,349,349,349,349,349,364,364,364,367,367,367,367,367,367,367,385,385,385,385,385,400,400,400,400,400,536,536,536,536,536,536,536,501,501,501,501,501,501,501,501,501,501,490,490,490,490,490,490,490,490,490,527,527,527,537,527,527,537,537,604,604,604,604,604,604,625,625,625,625,625,625,625,676,676,676,676,676,807,807,807,807,807,807,807,807,807,898,898,898,898,898,898,898,696,696,696,696,696,696,696,755,716,716,716,755,746,746,746,746,746,746,746,772,758,758,852,852,852,852,852,852,852,852,852,852,817,817,817,817,817,852,852,852,852,852,852,852,852,854,854,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1000,1000,984,984,984,984,984,984,984,984,1000,1000,1000
12,35,35,35,35,89,89,89,89,89,89,89,89,59,59,59,89,89,74,89,74,74,74,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,156,156,156,156,156,156,156,175,175,175,175,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,235,235,235,235,262,246,246,246,246,308,308,308,308,308,308,336,336,336,336,336,308,308,308,308,308,308,349,349,349,364,364,364,364,367,367,367,367,367,367,367,367,385,385,385,385,400,400,400,400,400,400,400,536,536,536,536,536,536,501,501,501,501,501,501,501,501,501,501,501,501,490,490,490,490,490,537,537,537,537,537,537,537,537,537,537,537,604,604,604,604,604,604,625,625,625,625,625,625,676,676,676,676,676,676,807,807,807,807,807,807,807,807,807,898,898,898,898,898,898,898,696,696,696,696,755,755,755,755,755,755,755,755,755,755,746,746,746,746,772,772,772,772,945,945,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1000,1000,1000,984,984,984,984,984,984,1000,1000,1000,1000,1000
35,35,35,35,35,89,89,89,89,89,89,89,89,59,59,59,74,74,74,74,74,74,74,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,156,156,156,156,156,156,156,175,175,175,175,262,262,262,262,262,262,262,262,262,262,262,262,262,262,235,235,235,235,235,262,262,262,246,246,308,308,308,308,308,336,336,336,336,308,308,308,308,308,308,308,349,349,349,349,364,364,364,367,367,367,367,367,367,367,367,367,385,385,400,400,400,400,400,400,400,400,400,536,536,536,536,536,536,501,501,501,501,501,501,501,501,501,501,501,501,501,490,490,490,537,537,537,537,537,537,537,537,537,537,537,537,604,604,604,604,604,604,625,625,625,625,625,625,625,676,676,676,676,676,807,807,807,807,807,807,807,807,807,807,898,898,898,898,898,898,898,898,755,755,755,755,755,755,755,755,755,755,755,755,755,746,746,746,772,772,772,772,945,945,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1000,1000,1000,1000,984,984,984,984,984,984,1000,1000,1000,1000,1000
35,35,35,89,89,89,89,89,89,89,89,59,59,59,59,74,74,74,74,74,74,74,74,74,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,156,156,156,156,156,157,157,175,175,175,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,235,235,235,262,262,262,262,262,262,262,308,308,308,308,308,308,336,336,336,336,308,308,308,308,308,349,349,349,349,364,364,364,364,359,359,367,367,367,367,367,367,367,400,400,400,400,400,400,400,400,400,400,400,400,400,536,536,536,439,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,537,537,537,537,537,537,537,537,537,537,537,537,537,537,604,604,604,604,604,604,604,625,625,625,625,625,625,625,676,676,676,676,807,807,807,807,807,807,807,807,807,807,898,898,898,898,898,898,898,898,898,755,755,755,755,755,755,755,755,755,755,755,755,755,755,772,755,772,772,772,772,945,945,945,945,945,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,989,989,989,989,989,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,984,1000,1000,1000,1000,1000,1000,1000
35,35,35,89,89,89,89,89,89,59,89,59,59,59,59,74,74,74,74,74,74,74,74,74,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,156,156,156,156,156,157,157,157,175,175,175,262,262,262,262,262,262,262,262,262,262,262,262,262,235,235,235,235,262,262,262,262,262,262,262,262,308,308,308,308,308,336,336,336,336,308,308,308,308,308,349,349,349,309,349,364,364,364,364,359,359,359,359,367,367,367,367,400,400,400,400,400,400,400,400,400,400,400,400,400,439,439,439,439,439,439,501,501,501,501,501,501,501,501,501,501,501,501,501,537,537,537,537,537,537,537,537,537,537,537,537,615,615,615,615,615,604,604,604,604,604,604,604,625,625,625,625,625,676,676,676,676,676,807,807,807,807,807,807,807,807,807,807,807,898,898,898,898,898,898,898,898,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,772,772,772,772,772,945,945,945,945,945,852,852,852,852,852,852,852,852,852,852,852,852,852,855,852,852,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,989,989,989,989,989,989,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1001,1001
